4600	4813
4611	4837
1021	1084
811	827
2045	3312
879	1526
1086	2199
1402	3157
492	819
234	2003
1853	1940
1706	2281
75	1458
1512	4921
520	2990
951	1289
2334	3748
2919	3742
344	657
1480	3559
115	210
587	3870
646	898
3557	4536
873	3114
1164	1360
459	5057
911	2134
4721	4833
825	2490
317	3097
884	2763
1646	1676
188	462
1604	5098
3823	4236
587	2324
1791	2095
3833	4112
1327	3047
3583	4443
392	4219
1589	1662
29	556
2397	2957
1445	3559
377	1376
992	4861
138	1066
445	570
1625	1713
2081	3751
1601	2391
21	1419
1679	2939
177	2862
1740	2862
1873	1988
126	171
2658	4691
451	572
262	526
306	1201
716	4214
327	4062
1038	1220
1278	2537
319	735
592	2951
1295	1808
703	1003
383	2841
2170	3057
1739	4630
682	2102
2351	5109
28	110
1306	2112
2963	3342
441	1206
1228	4849
864	1762
948	1936
2954	3672
566	1406
2001	4690
53	2130
1103	2889
1220	2591
1544	4014
393	4197
914	1375
2360	2741
332	3031
155	717
7	300
121	172
394	3273
11	95
98	99
670	1207
671	1750
3248	3634
2558	4694
91	262
368	4152
828	2191
196	295
279	3198
2101	3309
837	1118
1320	1568
126	392
380	830
1246	2135
3436	3873
1182	2205
1409	4080
1305	3289
292	351
18	127
5	127
1349	4260
1307	3977
4045	4727
3781	3853
112	810
1062	2885
2217	3462
2893	3714
228	361
1302	2061
44	1486
3802	4076
45	1875
1348	1832
2807	3011
2111	3235
331	1487
636	659
103	146
3379	3579
259	392
1970	2061
651	950
990	1903
348	739
757	2568
962	4158
2107	4430
363	436
1231	1999
65	1625
216	3834
3207	4014
3548	5015
2207	4135
3	1119
2581	3762
1965	5099
767	2116
2220	3351
41	155
1001	4661
1160	2225
312	501
1178	1628
152	171
1805	2950
1355	4912
1233	1959
2859	3423
3886	5007
3900	4875
4376	4528
3362	3625
669	1264
65	3418
814	2329
1841	4249
1484	2305
2874	3532
220	262
3593	3950
164	191
125	365
324	1935
2724	3196
263	4385
946	1600
3094	3986
1779	3076
397	1953
118	634
3354	4277
29	196
1524	2697
313	1239
187	200
355	405
1197	4312
1485	1779
3857	3981
198	1623
18	2690
303	654
373	4222
260	1657
1278	1443
268	1479
702	1450
349	2949
245	368
1420	2552
2027	3683
718	3176
381	894
3522	4405
1265	2968
3250	3535
439	735
1760	3310
595	3055
187	230
1292	1473
125	1598
157	1821
350	2120
414	1921
153	2067
110	571
172	376
1180	1365
1859	2380
999	3025
2465	3696
2148	2191
3477	4632
784	1624
675	1334
361	2461
2815	4318
91	1888
110	1214
1644	2078
1724	1829
617	3024
2290	2486
348	596
1223	2389
748	2231
331	898
2651	4110
126	276
12	476
1100	4639
220	266
3090	3794
1586	3279
133	269
2792	3771
3092	4891
1689	4705
2628	3125
1740	2460
2427	3861
506	697
3075	3465
2359	5071
1920	2117
3700	4751
473	1556
1612	2527
3512	4973
1962	3083
2971	3023
2118	4966
1824	3102
14	956
3738	4824
650	4566
2478	2790
371	4022
401	1779
3277	4825
708	4786
666	2147
1232	4846
1294	1911
624	1208
1206	4292
4207	4939
350	2650
2935	3213
1505	2576
425	2642
59	4064
295	318
1228	4017
229	303
2346	3185
971	4798
1200	3922
3170	4848
687	875
378	2642
188	307
1526	3535
495	4874
1334	4666
1707	3017
344	4820
3245	3959
1254	1723
2359	2564
1318	4644
391	2790
4375	5171
2550	2820
56	723
281	3692
163	1094
556	2449
1671	2802
1473	4293
138	1274
320	321
335	772
1005	1011
33	323
3363	3967
1561	4914
741	2960
2929	5142
589	1427
3316	4270
1599	3029
2221	3194
274	3984
666	1624
3215	5176
375	4592
649	1954
11	1600
2004	4082
2009	2448
323	336
731	1788
3511	5029
1068	1450
2843	2967
122	338
383	1105
934	1351
3280	3754
41	473
3547	3682
2525	3178
303	738
4110	4200
1863	3186
1813	3581
19	2004
1005	3175
382	613
3076	5005
505	796
1275	4074
1544	2843
94	1557
14	943
1986	4248
896	2847
772	1064
860	1945
342	2000
189	359
210	1436
190	2092
1328	1361
4106	4782
2573	2766
228	1975
1010	3782
591	3011
2943	4599
1780	3729
2938	2959
509	2712
2776	5064
1213	2194
1916	3391
1435	2683
15	751
162	811
2477	4142
734	1592
1745	2543
196	1967
1279	2582
505	1480
1180	1474
633	3496
2955	4947
1661	2478
372	1705
1545	1597
340	2010
48	433
1223	2886
1012	5020
302	2834
1084	4089
2545	4348
1110	2432
1019	3031
310	426
454	1721
2277	2594
391	1584
811	4877
1121	3533
279	4084
1080	2987
1080	3848
290	442
3613	4161
1532	4405
1531	2262
674	1008
997	1495
2102	2562
431	2702
1303	4617
1999	2384
1386	2021
11	2956
45	452
669	1727
845	3395
16	2678
2169	4139
1669	2320
150	454
842	934
2843	4793
4132	4713
10	3656
3486	3789
703	1596
1238	4521
692	2768
1283	1679
793	2355
1460	2552
270	1632
4746	5097
1016	1243
1162	2710
3066	3760
869	3271
2878	3741
3167	3256
4823	4921
377	485
1824	4722
88	1842
399	2722
401	911
1514	1820
548	1373
1891	3718
1550	3240
962	2814
387	3088
3115	4236
606	3334
1548	3698
3256	4363
476	495
74	2701
187	2771
86	564
1406	1548
665	2642
1274	3404
1722	2148
1552	1935
1435	3091
107	497
3224	4295
1589	3539
163	696
3034	3600
3787	4605
406	3333
320	507
1492	4839
409	678
840	4411
4225	4740
1297	1519
2527	2901
1108	1479
662	955
446	1206
288	513
2066	2303
214	1793
87	514
227	1719
695	772
888	3794
2524	3876
3571	4453
2346	2974
1356	3730
144	1670
3823	3828
4536	5043
997	1275
513	519
1956	1984
299	1697
620	1973
578	1074
3045	3064
465	1380
1051	1119
2219	4703
1879	4123
1405	3348
358	2045
2633	3699
4204	4217
506	1617
1659	2752
831	3623
375	533
1911	3935
1581	4752
2569	4645
2058	4547
2822	3989
177	542
4557	4960
137	1174
2173	2638
1063	3579
1656	4669
198	553
139	584
862	1805
891	3801
1647	1907
90	2385
60	2482
2857	2878
818	1883
2043	3290
407	558
1025	4488
4655	4801
2631	4379
2686	3338
406	4878
1059	4924
2520	4336
2074	2533
16	576
196	1477
650	5042
1411	2283
4079	4718
364	582
3256	4793
2630	3403
710	2827
1110	3984
856	1769
531	588
2607	3743
881	1154
3064	3814
1470	1645
20	1571
3510	4962
2463	4042
556	592
442	726
1920	4222
1289	3583
2506	2732
485	596
4161	4917
799	5004
871	1116
156	975
914	1844
2316	4101
467	601
2546	2973
631	2800
4421	4892
314	606
2225	3728
68	613
1121	2590
1238	1511
2395	2835
252	3165
461	844
253	619
1977	5168
106	616
1680	1701
320	4232
460	620
617	621
770	2380
1436	5181
1693	2562
772	4407
3065	4968
446	2924
2175	4061
909	1626
591	786
1214	4030
730	3374
113	626
295	5159
2264	2783
1051	2143
1763	4510
1771	2056
1960	3421
701	1003
891	2099
428	2169
854	2390
386	2352
528	635
2383	3055
5028	5184
1349	2606
13	1627
1493	2471
2510	4490
1221	3185
3374	3932
1804	3393
874	2045
552	1809
690	1131
1484	1635
2894	3407
718	2398
2461	3431
192	2718
417	654
1289	2992
126	1353
421	658
2429	4730
1675	4859
518	661
3574	5191
2492	2789
713	856
681	997
645	665
1467	1469
506	665
3006	3629
1050	1719
218	666
318	3965
1948	5158
2908	4723
2685	3423
121	4704
488	2212
3107	3554
1362	2210
3158	3342
2204	2709
2306	2940
1512	1993
1419	1860
1554	4517
300	3627
580	2097
1935	2479
1289	1477
397	1809
154	3359
1391	1822
358	4504
936	4171
725	2117
3519	3799
1363	2789
1206	3108
491	1373
2452	3077
952	1161
1343	3663
880	2971
1622	1953
814	3345
2862	4236
759	887
654	784
1262	1881
1348	3120
855	2598
318	689
740	4801
290	1119
664	1303
778	1264
1163	2704
979	2392
3004	4615
1210	1309
1795	3161
687	701
1547	2602
150	1396
2383	2431
3028	4495
1951	3398
152	947
3053	4676
3788	4523
2680	2872
832	1886
685	3937
2007	3813
806	4165
957	2632
63	1956
804	2961
538	1605
1434	4212
1192	1602
313	888
3437	4335
573	713
2897	4171
1608	4044
1655	1858
399	904
192	750
354	716
3199	3625
563	717
2023	4228
941	1218
690	1798
382	4737
2554	2742
101	4146
2436	3203
194	731
3067	4152
4090	4449
16	735
1210	1913
3228	3501
3398	5000
155	739
919	1152
1935	2102
1500	4641
2119	2427
2095	4525
1284	2687
305	1121
1190	1563
239	749
566	1275
54	766
867	1089
2	1707
228	1153
121	756
1640	3757
444	756
414	938
1130	3079
165	2837
1206	1567
1675	2200
4123	4902
50	2461
105	1048
1020	1269
583	1376
749	3944
2290	4086
734	2494
3883	4892
4396	4575
260	768
3544	4915
547	769
742	798
370	770
134	770
1020	2121
623	2378
528	776
700	4262
107	2917
783	5085
126	4581
3259	3721
583	2922
586	1301
5110	5125
734	782
654	4117
847	4049
1531	3020
668	2903
617	786
4510	4585
838	1188
142	787
1679	4500
173	1071
997	3499
1499	2983
2170	2640
1460	2675
2361	2884
1475	4103
894	1163
489	4594
765	4472
747	3719
1901	3097
1185	2140
916	4168
837	2471
865	3829
2010	2844
2847	3739
98	1439
1187	1866
534	814
355	1214
3181	3778
2944	3455
1155	1460
3444	4509
713	4698
4873	5186
3382	5029
665	1047
632	1922
1715	5061
152	2075
2015	2793
250	2001
46	2089
3725	4761
2060	2163
776	831
428	990
751	832
840	1205
1208	3459
2331	4942
626	836
3085	4642
2014	2677
2733	3174
4230	4409
2960	3595
4094	5113
3074	4080
1694	3652
1391	3828
312	3126
346	2851
2633	3025
562	849
360	849
3106	4295
1927	3411
2987	5110
84	855
579	4288
858	2456
447	2370
866	1231
502	861
24	4060
293	1023
722	863
776	869
415	869
1297	1703
4826	4917
530	1436
1024	1824
1865	2414
966	2456
3088	4235
1048	3387
322	876
1069	1238
1485	3475
930	5119
3132	3563
1169	4124
317	1096
721	1669
1031	2086
1588	3807
2818	3685
771	886
1183	4603
925	1056
203	886
1031	1155
1397	1552
61	2403
2405	3522
487	1040
254	1409
1180	1553
826	891
160	893
1175	2862
301	1708
1211	1262
5	1456
644	898
687	900
1473	2235
803	903
3551	5013
237	1566
2243	5045
1174	2087
1260	4995
181	906
28	919
763	1909
857	1029
4409	4668
1279	3330
80	922
642	3694
1699	3905
530	923
3147	3879
2749	3257
2425	3167
3115	4634
92	2420
2712	4018
771	927
216	941
1	946
3506	3930
4021	4181
390	1142
2839	3462
823	2386
2187	2346
1676	1961
464	953
3570	4383
1892	2443
1228	3558
2059	3406
631	4162
537	1432
1929	4960
3072	5062
483	961
151	4403
1575	3709
2056	4168
1849	4183
604	4595
3143	3385
1955	4002
328	2763
1181	2751
3052	4940
987	2084
3177	4729
2237	3234
267	2049
627	3759
1396	1555
110	1082
1678	4396
2693	3286
472	4752
1388	2034
1600	5158
505	969
555	969
2250	4039
1700	3787
2916	5035
1899	3893
686	3006
634	2035
540	1207
208	982
56	1001
2570	2878
1146	4821
2808	3127
229	984
914	985
1064	5061
2546	3155
4283	4524
3552	3651
652	988
846	2738
1155	2136
757	4473
305	4321
1166	4989
2990	4230
552	996
443	2889
1730	4809
562	1381
519	2584
288	2466
495	2511
3326	3985
553	4411
1158	2143
588	2296
602	1459
1498	2199
437	1238
2743	3952
3372	4465
1901	3907
404	1245
1744	3155
212	1267
2244	2819
1342	1891
634	3143
1489	3940
1622	2918
624	1030
832	2828
33	1290
1456	1679
249	1032
1270	1814
1249	1317
1779	3727
1591	4672
1305	4006
4048	5024
1659	3711
685	3203
2703	2929
3726	4541
937	1042
1743	2272
59	1173
1745	5113
613	3550
3323	4369
288	3036
420	1046
196	1046
1450	2549
2456	4176
4296	4746
1504	3611
45	5168
749	1493
4864	5086
812	3088
263	2750
2767	3038
593	1052
3356	3582
4143	4318
1121	4665
288	1055
2666	2945
1564	2520
162	2782
2467	2551
42	2485
2886	4837
700	2065
2	1058
359	1328
1967	3938
312	1059
917	4292
500	1208
793	1831
1051	1744
5	1060
3336	5028
321	1061
96	1411
1292	2091
657	3103
527	1231
240	1068
1325	3094
1637	2421
697	1070
1325	1381
259	1082
925	2925
868	1546
155	3430
38	1609
633	2937
2973	4696
1522	2111
4391	5104
329	1934
526	3673
526	3977
2108	3364
321	1090
798	1370
902	5093
884	1092
3561	5101
1344	3055
1692	3230
1545	4654
2412	2426
443	3300
11	1188
3477	4087
866	3076
421	1195
1261	4140
1391	3413
1361	1385
2164	3830
3670	4582
148	1114
89	2279
590	1235
2155	3337
3132	5176
1419	1939
1275	1761
312	1125
2207	3453
257	1131
88	1620
416	1133
1097	4548
1054	3417
2224	4055
840	1139
1240	5076
439	1276
1456	1825
3200	3250
121	1147
3246	5091
91	3934
804	1159
327	3977
923	3888
1111	2998
270	2541
1794	4868
1192	4020
1047	2090
663	5065
1072	1170
242	1170
365	4828
719	2842
2156	2578
480	1172
2558	4157
376	1857
864	3694
2982	3870
3282	4144
812	2103
975	3613
52	1341
1127	4158
644	1179
874	4966
61	4959
3694	4222
2500	2958
389	1206
290	1183
125	3705
3745	4959
759	3921
996	1964
639	3430
1676	1853
81	1205
17	1792
809	1420
3293	3917
252	1488
431	3827
1417	2959
1109	1219
2728	3572
1644	4294
284	4011
3018	4319
2147	2825
816	1223
949	1224
882	1225
123	2710
1550	2882
657	1231
2209	3182
3647	4187
2453	3144
2685	3373
866	1235
250	2739
2303	4921
124	1773
3060	3783
189	3035
1411	4998
355	1249
499	1249
681	4677
11	1250
1183	5154
1881	3862
68	3469
816	1253
1355	4194
3058	4302
340	3500
517	1368
144	1259
1900	2117
1000	1261
1103	1759
96	1262
2783	3801
473	1262
492	4027
1224	4040
2183	3238
2303	3221
2202	2852
2095	3260
3490	4302
707	1270
2255	3278
825	2013
12	1270
325	3017
2748	5007
165	2330
2473	2962
1348	2357
539	4935
923	3444
849	1709
249	2975
556	4023
399	3521
391	1603
1103	4089
411	3306
3785	4630
493	1437
1758	2542
739	3589
240	1292
526	2026
3163	3771
942	3354
578	1295
1112	2016
959	2748
889	1389
245	3192
1447	3631
221	4130
2027	2790
64	1299
1247	3766
264	2929
967	1301
1168	1302
1230	4025
1128	4800
273	1309
1739	4529
2077	3417
2570	2770
739	4153
68	4153
1481	2745
1306	2003
1150	3909
654	3069
983	1318
44	4431
172	1318
1183	1318
288	1319
1467	4410
1961	3423
3255	5032
6	1322
1588	2827
1644	4562
2405	3853
1034	1333
2	3052
929	1339
2654	4541
675	3543
1214	1343
1909	2864
929	1345
537	3795
1165	3973
182	1346
2975	3519
2697	4090
482	1676
1438	2251
1235	1352
1133	1352
273	2442
2154	2655
1523	3790
842	3077
284	1359
1368	1418
744	3360
383	1386
2007	3161
579	1365
343	1639
985	2740
435	1370
21	1386
443	5150
127	4385
520	4515
1526	4527
1070	1387
1388	4381
102	5121
3008	5164
3228	4756
2062	4705
638	3825
1008	1392
145	1392
604	2966
931	2947
1439	1516
160	2082
1261	2893
4199	5035
1104	1403
2315	2464
2552	4921
1835	3177
330	3850
1721	2294
3835	4854
533	4509
315	2396
1548	1571
1122	3679
68	1666
862	2039
526	1433
767	2571
1092	3801
39	1434
2981	3220
2706	3437
287	4508
2789	3217
1330	2436
1299	1440
1551	3654
4514	4939
328	1503
443	2471
2553	4783
523	1793
549	1446
3634	3810
2938	3590
1092	1447
398	1447
1981	2014
1183	1665
2019	2034
1357	2475
2533	2824
789	3193
1215	1457
352	1462
3144	4591
1359	1462
2590	4441
2924	4447
1694	2262
1447	2773
359	1909
884	1465
521	1465
716	3145
1670	2928
2511	2592
23	1509
1576	3538
882	2579
1094	1470
245	2691
448	1472
3934	4843
1329	1475
271	1943
663	1475
2345	3589
2385	3969
1778	2393
259	1480
819	1481
648	1481
1053	2826
811	1614
455	1482
2102	4845
2420	2891
4745	4946
273	1485
28	1485
1108	3288
1307	1896
672	1491
143	2779
579	1491
774	3321
1700	1830
878	1683
354	2109
179	1493
2577	3496
139	1499
1131	1499
63	2861
1159	2515
3902	4248
1124	1500
818	4897
186	2402
347	1900
704	2207
2187	4998
3258	4259
1677	2955
1189	1506
842	1506
1265	1507
486	1719
2800	2959
1129	4319
1198	4971
2920	2986
131	1512
3675	4559
445	3511
989	2698
10	1515
214	4228
1670	1913
171	1516
997	1517
451	1518
1052	3657
2413	3276
31	2590
639	4646
3105	3292
1101	1525
1644	2651
1188	1940
4639	4696
1542	3849
1271	1527
78	1528
164	2572
4534	4780
1417	2304
24	2205
630	1533
60	1533
809	1537
1467	3132
48	4169
1329	2127
4105	4691
746	1548
980	3423
2982	3838
3260	3894
2629	2921
1153	1551
854	1551
2358	3978
1855	2697
3502	4358
2114	2842
1641	5008
196	3647
174	2476
1332	1563
793	3133
517	5054
815	3841
720	2517
833	2031
3205	4502
3672	4831
1299	2093
2879	3602
1572	1603
637	1827
2829	4389
3228	3517
1238	1575
554	3107
1567	1619
700	2938
1109	2292
916	4763
176	1581
1081	3234
1286	1582
2665	3082
564	3536
1400	1585
667	2015
1642	1877
1598	5076
1288	1590
143	1837
242	1990
3315	3945
627	4049
1165	1643
3166	4323
1991	2140
547	2758
372	1620
2059	4501
628	3129
999	1599
251	1599
2997	3050
32	1610
913	1610
643	1610
2497	3250
527	1783
2567	4935
748	1664
2055	3491
338	1618
361	1618
1188	2472
1342	1714
1397	1619
1991	2528
240	1629
1879	4984
1188	3892
1144	1913
222	1811
477	1963
921	4213
3250	3277
603	1739
1609	1637
943	1637
547	3723
751	1637
2954	3661
1263	4487
618	3242
1350	1640
2672	5172
90	1640
1472	2357
154	4052
825	1641
1196	1641
1828	3712
2524	4109
1356	2108
176	1644
1580	2038
1067	3080
1597	1648
407	3024
1054	4930
1347	1651
3164	3270
3572	4077
426	4565
1286	1653
1323	3712
584	2011
282	1815
2185	2306
2257	2623
2005	4737
637	1656
3540	4020
449	4059
1095	2162
1078	5027
1931	2018
930	2055
1855	4674
1266	3538
2617	3500
2860	3518
158	3905
1736	1821
4939	5019
989	1840
758	1681
1480	1681
641	1684
1395	1720
868	1685
2416	2774
804	1688
1498	3108
926	1689
1176	1690
783	1925
3339	5157
140	1723
1206	1692
1053	2946
488	1693
646	3944
4322	4762
539	1695
4895	5018
2620	2780
1527	3615
2581	4529
1249	1698
461	1698
3564	4103
967	3785
15	4047
1393	2556
997	2680
1685	1712
2804	3087
532	1713
789	4862
183	1713
691	4209
232	1714
808	1715
1510	1717
13	2070
1784	2527
1630	4061
1023	5111
1689	1727
2978	5016
1637	1728
616	1728
3065	5137
731	3895
1162	1925
2760	2943
1361	2212
1007	2210
885	1975
1600	1750
1456	1753
3038	3956
2611	3671
1286	1755
2701	4487
1632	1758
1927	2497
485	1759
3919	4373
410	3641
1299	3500
1882	4601
4236	5077
2145	3642
1563	5115
592	1767
2730	4890
941	2871
1212	1770
1164	3696
1675	2306
2683	2692
1473	1773
1580	2125
3614	4461
585	3626
692	3784
817	4124
1211	3202
3435	4579
3308	4407
3434	4124
782	4071
1015	1777
2502	4507
256	1780
1768	4548
2562	4058
2891	3622
2293	2325
687	3920
1751	3040
2832	4641
645	2639
1604	3458
1496	3810
254	1786
30	3444
3519	4095
376	3863
452	1789
1776	1790
599	3384
119	1790
502	1791
547	1793
820	1794
1772	1983
1146	2217
1111	5132
1794	1796
1687	1796
794	1796
972	3589
178	3148
1339	2151
3174	3353
1394	1800
3021	3229
345	4841
1887	3175
1624	3143
1155	1803
436	1804
937	3868
1291	4851
795	1807
558	2398
220	3830
312	1812
32	2316
126	2341
870	3188
662	1820
1420	2284
3042	3134
778	1820
3223	3881
48	1974
942	1826
1174	3137
557	4657
422	2731
43	2867
408	1829
357	3315
837	1831
1394	3159
1114	1836
1334	2941
0	3874
1372	1838
520	4058
1660	1839
4911	5107
787	1840
3157	3366
3622	4419
1241	1840
1227	1840
450	1841
1436	5055
1371	1841
1966	2940
2044	3992
752	1845
1251	1845
132	1845
1353	2336
109	1845
1951	2339
1277	1873
3086	5111
1193	1848
526	1848
745	1849
1196	1849
210	1850
817	1852
722	1852
597	3742
1727	1852
45	2375
2632	4487
513	1854
1541	1854
3108	3483
358	2009
432	1858
1234	2024
461	4205
2255	5114
4284	5030
1317	1864
424	1864
105	2961
1681	4326
1368	1865
1028	4045
279	4550
728	2325
